candidate_id,family,config,threshold,rows,positive_rows,prevalence,precision,recall,f1,pr_auc,roc_auc,brier,tn,fp,fn,tp,is_selected_threshold
logistic_balanced,logistic_regression,class_weight=balanced,0.2,484,76,0.15702479338842976,0.3673469387755102,0.9473684210526315,0.5294117647058824,0.7433236489223195,0.9274703302373581,0.10028023163396829,284,124,4,72,False
logistic_balanced,logistic_regression,class_weight=balanced,0.21,484,76,0.15702479338842976,0.3641025641025641,0.9342105263157895,0.5239852398523985,0.7433236489223195,0.9274703302373581,0.10028023163396829,284,124,5,71,False
logistic_balanced,logistic_regression,class_weight=balanced,0.22,484,76,0.15702479338842976,0.3645833333333333,0.9210526315789473,0.5223880597014925,0.7433236489223195,0.9274703302373581,0.10028023163396829,286,122,6,70,False
logistic_balanced,logistic_regression,class_weight=balanced,0.23,484,76,0.15702479338842976,0.37037037037037035,0.9210526315789473,0.5283018867924528,0.7433236489223195,0.9274703302373581,0.10028023163396829,289,119,6,70,False
logistic_balanced,logistic_regression,class_weight=balanced,0.24,484,76,0.15702479338842976,0.3804347826086957,0.9210526315789473,0.5384615384615384,0.7433236489223195,0.9274703302373581,0.10028023163396829,294,114,6,70,False
logistic_balanced,logistic_regression,class_weight=balanced,0.25,484,76,0.15702479338842976,0.39106145251396646,0.9210526315789473,0.5490196078431373,0.7433236489223195,0.9274703302373581,0.10028023163396829,299,109,6,70,False
logistic_balanced,logistic_regression,class_weight=balanced,0.26,484,76,0.15702479338842976,0.3898305084745763,0.9078947368421053,0.5454545454545454,0.7433236489223195,0.9274703302373581,0.10028023163396829,300,108,7,69,False
logistic_balanced,logistic_regression,class_weight=balanced,0.27,484,76,0.15702479338842976,0.3942857142857143,0.9078947368421053,0.549800796812749,0.7433236489223195,0.9274703302373581,0.10028023163396829,302,106,7,69,False
logistic_balanced,logistic_regression,class_weight=balanced,0.28,484,76,0.15702479338842976,0.39655172413793105,0.9078947368421053,0.552,0.7433236489223195,0.9274703302373581,0.10028023163396829,303,105,7,69,False
logistic_balanced,logistic_regression,class_weight=balanced,0.29,484,76,0.15702479338842976,0.40828402366863903,0.9078947368421053,0.563265306122449,0.7433236489223195,0.9274703302373581,0.10028023163396829,308,100,7,69,False
logistic_balanced,logistic_regression,class_weight=balanced,0.3,484,76,0.15702479338842976,0.40606060606060607,0.881578947368421,0.5560165975103735,0.7433236489223195,0.9274703302373581,0.10028023163396829,310,98,9,67,False
logistic_balanced,logistic_regression,class_weight=balanced,0.31,484,76,0.15702479338842976,0.41358024691358025,0.881578947368421,0.5630252100840336,0.7433236489223195,0.9274703302373581,0.10028023163396829,313,95,9,67,False
logistic_balanced,logistic_regression,class_weight=balanced,0.32,484,76,0.15702479338842976,0.4267515923566879,0.881578947368421,0.575107296137339,0.7433236489223195,0.9274703302373581,0.10028023163396829,318,90,9,67,False
logistic_balanced,logistic_regression,class_weight=balanced,0.33,484,76,0.15702479338842976,0.44,0.868421052631579,0.584070796460177,0.7433236489223195,0.9274703302373581,0.10028023163396829,324,84,10,66,False
logistic_balanced,logistic_regression,class_weight=balanced,0.34,484,76,0.15702479338842976,0.4489795918367347,0.868421052631579,0.5919282511210763,0.7433236489223195,0.9274703302373581,0.10028023163396829,327,81,10,66,False
